Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,40.45000076293945,41.5,40.25,41.400001525878906,38.6033935546875,34737355
2023-01-04,41.25,41.599998474121094,41.04999923706055,41.04999923706055,38.277034759521484,23573244
2023-01-05,41.79999923706055,41.79999923706055,41.099998474121094,41.25,38.463523864746094,29326997
2023-01-06,41.29999923706055,42.400001525878906,41.25,42.400001525878906,39.53584289550781,54893830
2023-01-09,43.599998474121094,44.5,43.349998474121094,44.5,41.49398422241211,119293217
2023-01-10,44.5,45.0,44.20000076293945,45.0,41.960208892822266,91619765
2023-01-11,45.29999923706055,45.5,44.849998474121094,45.150001525878906,42.10007858276367,67893495
2023-01-12,45.349998474121094,45.5,44.70000076293945,45.150001525878906,42.10007858276367,58099046
2023-01-13,45.70000076293945,45.900001525878906,45.150001525878906,45.400001525878906,42.33319091796875,68861927
2023-01-16,45.25,45.54999923706055,44.599998474121094,44.900001525878906,41.866966247558594,67899354
2023-01-17,44.95000076293945,46.0,44.849998474121094,45.95000076293945,42.846038818359375,123681267
2023-01-30,47.95000076293945,48.79999923706055,47.5,48.79999923706055,45.503517150878906,259934552
2023-01-31,48.29999923706055,49.099998474121094,47.900001525878906,48.79999923706055,45.503517150878906,137164342
2023-02-01,49.5,49.5,48.95000076293945,49.25,45.923118591308594,114483826
2023-02-02,50.0,50.5,50.0,50.400001525878906,46.99543762207031,113657528
2023-02-03,50.20000076293945,50.400001525878906,50.0,50.099998474121094,46.7156982421875,62951018
2023-02-06,49.70000076293945,49.79999923706055,49.04999923706055,49.04999923706055,45.736629486083984,63272202
2023-02-07,48.54999923706055,49.45000076293945,48.349998474121094,49.150001525878906,45.82987594604492,54845672
2023-02-08,49.79999923706055,50.70000076293945,49.75,50.5,47.088680267333984,91987834
2023-02-09,49.849998474121094,50.900001525878906,49.79999923706055,50.5,47.088680267333984,54489972
2023-02-10,50.5,51.20000076293945,50.20000076293945,50.79999923706055,47.368412017822266,62316230
2023-02-13,50.20000076293945,50.20000076293945,49.150001525878906,49.75,46.38934326171875,58610023
2023-02-14,50.20000076293945,50.70000076293945,50.0,50.400001525878906,46.99543762207031,38055955
2023-02-15,49.900001525878906,50.599998474121094,49.75,49.900001525878906,46.529212951660156,54088246
2023-02-16,50.400001525878906,50.5,49.70000076293945,50.099998474121094,46.7156982421875,56240350
2023-02-17,49.650001525878906,50.20000076293945,49.349998474121094,50.0,46.62245559692383,37735264
2023-02-20,50.0,50.79999923706055,49.79999923706055,50.5,47.088680267333984,46850801
2023-02-21,50.400001525878906,50.70000076293945,50.20000076293945,50.599998474121094,47.181922912597656,28793861
2023-02-22,49.5,49.79999923706055,49.400001525878906,49.54999923706055,46.20285415649414,51599954
2023-02-23,49.900001525878906,50.5,49.75,50.20000076293945,46.80894470214844,69814349
2023-02-24,50.70000076293945,50.79999923706055,49.95000076293945,49.95000076293945,46.57583236694336,63799414
2023-03-01,49.0,51.70000076293945,48.95000076293945,51.29999923706055,47.83463668823242,93569096
2023-03-02,51.099998474121094,51.20000076293945,50.5,50.70000076293945,47.275169372558594,40170733
2023-03-03,51.29999923706055,51.70000076293945,51.20000076293945,51.29999923706055,47.83463668823242,37277893
2023-03-06,52.0,52.099998474121094,51.400001525878906,51.900001525878906,48.39411163330078,53372856
2023-03-07,51.5,51.900001525878906,51.0,51.599998474121094,48.11437225341797,43382441
2023-03-08,51.400001525878906,52.099998474121094,51.099998474121094,52.099998474121094,48.580596923828125,49154325
2023-03-09,52.5,53.20000076293945,52.400001525878906,52.5,48.95357894897461,101691322
2023-03-10,52.0,52.29999923706055,51.599998474121094,52.0,48.48735427856445,45381129
2023-03-13,51.79999923706055,52.5,51.5,52.5,48.95357894897461,50745174
2023-03-14,51.5,51.79999923706055,50.70000076293945,50.70000076293945,47.275169372558594,65128554
2023-03-15,51.5,52.29999923706055,51.29999923706055,51.70000076293945,48.207618713378906,54147135
2023-03-16,51.70000076293945,52.0,51.20000076293945,52.0,48.48735427856445,38251084
2023-03-17,53.0,53.20000076293945,52.400001525878906,53.20000076293945,49.606292724609375,93086342
2023-03-20,53.400001525878906,53.70000076293945,52.70000076293945,53.20000076293945,49.606292724609375,63520680
2023-03-21,53.5,53.599998474121094,52.599998474121094,52.79999923706055,49.23331069946289,45323603
2023-03-22,53.20000076293945,53.5,53.0,53.5,49.88602828979492,52511993
2023-03-23,53.0,53.29999923706055,52.599998474121094,53.29999923706055,49.69953536987305,54121683
2023-03-24,53.400001525878906,53.400001525878906,52.70000076293945,53.099998474121094,49.51304626464844,43187989
2023-03-27,52.79999923706055,53.099998474121094,52.20000076293945,53.0,49.419803619384766,33610473
2023-03-28,52.70000076293945,53.0,52.099998474121094,52.20000076293945,48.67384338378906,49512832
2023-03-29,52.099998474121094,52.400001525878906,51.099998474121094,51.5,48.0211296081543,62141441
2023-03-30,52.0,52.400001525878906,51.70000076293945,52.099998474121094,48.580596923828125,39528238
2023-03-31,52.5,53.0,52.5,52.900001525878906,49.32655715942383,38616672
2023-04-06,52.599998474121094,52.900001525878906,52.099998474121094,52.79999923706055,49.23331069946289,27062741
2023-04-07,52.79999923706055,53.0,52.400001525878906,52.400001525878906,48.86033248901367,17914131
2023-04-10,52.5,52.599998474121094,52.099998474121094,52.099998474121094,48.580596923828125,17618359
2023-04-11,51.70000076293945,51.900001525878906,51.20000076293945,51.599998474121094,48.11437225341797,42370862
2023-04-12,51.70000076293945,52.29999923706055,51.599998474121094,52.099998474121094,48.580596923828125,36090701
2023-04-13,51.79999923706055,52.20000076293945,51.5,51.599998474121094,48.11437225341797,38971908
2023-04-14,51.79999923706055,52.0,51.29999923706055,51.29999923706055,47.83463668823242,44076038
2023-04-17,51.599998474121094,52.099998474121094,51.400001525878906,52.0,48.48735427856445,30938868
2023-04-18,52.099998474121094,52.79999923706055,51.900001525878906,52.099998474121094,48.580596923828125,40526179
2023-04-19,52.400001525878906,52.400001525878906,51.20000076293945,51.20000076293945,47.74139404296875,43488184
2023-04-20,51.29999923706055,51.5,50.599998474121094,50.70000076293945,47.275169372558594,38302825
2023-04-21,51.0,51.599998474121094,50.099998474121094,50.099998474121094,46.7156982421875,40257727
2023-04-24,50.0,50.0,49.349998474121094,49.599998474121094,46.249473571777344,46150409
2023-04-25,49.599998474121094,49.79999923706055,48.45000076293945,48.5,45.22378158569336,59541021
2023-04-26,48.04999923706055,48.650001525878906,47.79999923706055,48.400001525878906,45.13053894042969,67991794
2023-04-27,48.5,49.20000076293945,48.5,48.849998474121094,45.55013656616211,62993007
2023-04-28,49.45000076293945,50.0,49.099998474121094,49.099998474121094,45.78324890136719,58892831
2023-05-02,49.5,50.20000076293945,49.25,49.849998474121094,46.48258590698242,31537756
2023-05-03,49.900001525878906,50.20000076293945,49.400001525878906,49.95000076293945,46.57583236694336,28657181
2023-05-04,49.79999923706055,49.79999923706055,49.400001525878906,49.650001525878906,46.29610061645508,26487301
2023-05-05,49.70000076293945,49.95000076293945,49.5,49.599998474121094,46.249473571777344,21031387
2023-05-08,50.099998474121094,50.599998474121094,49.95000076293945,50.0,46.62245559692383,27807248
2023-05-09,50.099998474121094,50.20000076293945,49.75,49.95000076293945,46.57583236694336,21745836
2023-05-10,49.79999923706055,49.79999923706055,49.20000076293945,49.45000076293945,46.1096076965332,27619316
2023-05-11,49.75,49.75,49.099998474121094,49.20000076293945,45.876495361328125,25318853
2023-05-12,48.79999923706055,48.900001525878906,48.5,48.70000076293945,45.41027069091797,36653057
2023-05-15,48.70000076293945,48.79999923706055,47.900001525878906,48.099998474121094,44.850799560546875,45110414
2023-05-16,48.45000076293945,49.0,48.45000076293945,48.79999923706055,45.503517150878906,36777132
